bag_number,dial_movement,input_value,output_value
0,0.0,-0.11632244573811656,-0.11632244573811656
0,-0.4834723644714709,0.497209935789211,0.013737571317740116
0,0.0,0.4808353387762301,-0.0026370256952408244
0,0.0,0.1855419844806947,-0.2979303799907762
0,0.0,0.1504592762678163,-0.3330130882036546
0,0.0,0.18844673057094008,-0.2950256339005308
0,0.0,-0.11107857602089621,-0.5945509404923671
0,0.0,-0.3649034949775888,-0.8483758594490597
0,0.0,0.2214883401940817,-0.2619840242773892
0,0.35740427658756935,0.025354322475725888,-0.10071376540817567
0,0.22965544642994407,-0.18975812444104434,-0.08617076589500183
0,0.3631789223498866,-0.014164641168210923,0.45260163972771816
0,0.0,0.38948783434900025,0.8562541152449293
0,0.0,0.4340435159562497,0.9008097968521788
0,0.0,-0.14220480329092977,0.3245614776049993
0,-0.37571672350043606,0.07152983072976093,0.16257938812525397
0,0.0,-0.17813060892405785,-0.08708105152856482
0,0.0,0.0943000301996968,0.18534958759518982
0,0.0,-0.16208877449286674,-0.07103921709737371
1,0.0,-0.3004845560317867,-0.3004845560317867
1,0.0,0.4421131105064978,0.4421131105064978
1,0.0,-0.13488983175517144,-0.13488983175517144
1,0.0,-0.3945047204297705,-0.3945047204297705
1,0.3326441476533978,0.12910815153970923,0.461752299193107
1,0.0,0.4271545530678674,0.7597987007212652
1,0.0,-0.05962284528421602,0.27302130236918176
1,0.0,0.45459049369073723,0.787234641344135
1,-0.16388293945433963,-0.00010418631235298292,0.16865702188670517
1,-0.049660633350713024,-0.07477137515092447,0.04432919969742066
1,0.0,0.12021345201537781,0.23931402686372294
1,0.0,0.4950965052353241,0.6141970800836692
1,-0.0954481601784718,0.4489436749377653,0.47259608960763866
1,-0.4092469543808781,-0.039954860690903926,-0.4255494004019087
1,0.0,0.25772884530829143,-0.12786569440271334
1,0.0,-0.002577304512381029,-0.3881718442233858
1,0.0,0.02931216019677041,-0.35628237951423436
2,0.0,0.3223738275430704,0.3223738275430704
2,0.0,-0.020012076192167827,-0.020012076192167827
2,0.0,-0.26762708036069616,-0.26762708036069616
2,0.0,0.30188057871830787,0.30188057871830787
2,0.2290151170763094,0.42353015978346953,0.6525452768597789
2,0.0,-0.23386972770770742,-0.004854610631398026
2,0.0,0.03893440762218692,0.2679495246984963
2,0.36364009024557575,-0.0572471710254685,0.5354080362964166
2,0.0,0.431017315981155,1.0236725233030401
2,0.0,-0.45948928881156537,0.13316591851031978
2,0.47262881382295496,0.23200619565656078,1.297290216801401
2,0.0,0.11437324694899664,1.1796572680938369
3,0.21921977282674032,-0.2115787855687895,0.007640987257950815
3,0.2579510023564281,-0.0871036573191073,0.3900671178640611
3,0.0,0.3181209709709104,0.7952917461540788
3,0.0,0.1265064624197535,0.6036772376029219
3,0.34131727961238323,0.4590776426974422,1.2775656974929939
3,-0.15569002119587483,-0.13059558890831913,0.5322024446913577
3,0.0,0.05261151052128721,0.715409544120964
3,0.0,0.09392420161316828,0.7567222352128451
3,0.0,0.34829120827506,1.0110892418747368
3,0.0,-0.35452646181346825,0.30827157178620856
3,0.0,-0.09348966325187336,0.5693083703478035
3,0.0,0.40995896166229695,1.0727569952619738
3,0.0,-0.4569331114317958,0.205864922167881
3,-0.2116692429924224,0.32270628018150194,0.7738350707887564
3,0.0,-0.08461596262877535,0.36651282797847906
3,0.0,0.32980398527810273,0.7809327758853571
3,0.0,-0.49004543919270804,-0.03891664858545363
3,0.0,-0.13495384224172935,0.31617494836552507
4,0.0,-0.23016321449919985,-0.23016321449919985
4,0.0,0.3631202041893178,0.3631202041893178
4,0.0,0.3813071727376899,0.3813071727376899
4,0.0,0.010706505543645273,0.010706505543645273
4,0.3647782954007741,-0.15570426903767476,0.20907402636309935
4,-0.11922949168911057,0.4949173481609178,0.7404661518725814
4,0.0,-0.1840564546322998,0.06149234907936374
4,0.0,-0.31728762107343755,-0.07173881736177401
4,0.0,0.3800981213040697,0.6256469250157333
4,0.0,0.312335398111254,0.5578842018229175
4,0.0,0.16788940557135124,0.4134382092830148
5,0.0,0.07833591492627268,0.07833591492627268
5,0.0,-0.3058702271092064,-0.3058702271092064
5,0.0,0.026022248617875166,0.026022248617875166
5,0.0,0.02343472739491992,0.02343472739491992
5,0.0,-0.411064359753728,-0.411064359753728
5,0.17006184931493595,0.48194269312670623,0.6520045424416422
5,0.0,0.07139560045577442,0.24145744977071038
5,-0.10444272689512402,-0.49359111733568983,-0.4279719949158779
5,0.0,0.2726492012253886,0.33826832364520054
5,0.0,0.4782657138401457,0.5438848362599576
6,0.0,-0.37259699095109367,-0.37259699095109367
6,0.1725266339168693,-0.42643709466936797,-0.2539104607524987
6,0.07768789251785924,-0.42967374643078193,-0.1794592199960534
6,0.0,0.3688542943473193,0.6190688207820478
6,0.0,0.13406997934744325,0.38428450578217177
6,-2.7176341381496272e-05,-0.00342830620114698,0.24675904389220005
6,0.0,-0.3364565838035197,-0.0862692337101727
6,-0.11193326821548077,0.17373343772727368,0.31198751960513993
6,0.22588086377577676,-0.18198261215420197,0.18215233349944104
6,-0.10490829164203241,0.21087986326594488,0.4701065172775555
6,0.0,-0.039644671132675224,0.21958198287893538
6,0.0,0.00746986054452714,0.26669651455613774
6,0.0,0.2896657324598704,0.548892386471481
6,0.0,-0.40725452447661925,-0.14802787046500865
6,0.0,0.07875850332350254,0.33798515733511314
7,0.30813675181356814,-0.07737160357521877,0.23076514823834937
7,0.0,0.3775289058717961,0.6856656576853642
7,0.0,-0.41318512778510585,-0.10504837597153771
7,0.46301914012426726,0.20841875691386602,0.9795746488517014
7,0.0,0.289154623705146,1.0603105156429815
7,0.0,0.2991963797161148,1.0703522716539502
7,0.0,-0.17771327526016822,0.5934426166776672
7,0.0,0.2966391827460546,1.06779507468389
7,0.0,-0.27467155812433486,0.49648433381350054
7,0.0,-0.1376920495154309,0.6334638424224045
7,0.33498820395840057,-0.08255188779562017,1.0235922081006157
7,0.0,0.04140998363016457,1.1475540795264005
7,0.0,-0.3873863344594428,0.718757761436793
7,0.0,-0.09305219936069387,1.013091896535542
7,0.0,-0.4996993098930771,0.6064447860031588
7,0.0,0.24438072634739905,1.350524822243635
8,0.2037857692667978,-0.20607574402544238,-0.002289974758644564
8,0.0,0.2676522699834736,0.4714380392502714
8,0.0,0.07068478585949911,0.2744705551262969
8,0.0,-0.40615484656669376,-0.20236907729989595
8,0.0,-0.10861957369533581,0.095166195571462
8,0.0,-0.4262589866021941,-0.22247321733539627
8,0.0,-0.023833036783004413,0.1799527324837934
8,0.0,-0.0714603918570762,0.1323253774097216
8,0.0,-0.07626255702955265,0.12752321223724516
8,0.0,0.08630035359078436,0.2900861228575822
8,0.0,-0.37730933982392656,-0.17352357055712875
8,0.0,0.4337689099568427,0.6375546792236405
8,0.0,0.184050448075033,0.3878362173418308
9,0.0,0.3988237652484845,0.3988237652484845
9,0.0,-0.4139875639389974,-0.4139875639389974
9,0.0,0.19615445034089274,0.19615445034089274
9,0.211486824117758,-0.17201771023539747,0.03946911388236052
9,0.0,-0.3245902500149189,-0.11310342589716094
9,0.0,0.1747986499672789,0.3862854740850369
9,0.0,-0.13717804913706388,0.0743087749806941
9,0.0,-0.17010416750606416,0.041382656611693824
9,0.0,0.4436777652291878,0.6551645893469458
9,0.0,-0.30070165932051385,-0.08921483520275586
9,-0.10832520054609718,0.012173657837735052,0.11533528140939586
9,0.0,-0.47598679932865073,-0.3728251757569899
9,0.0,-0.33663190886304384,-0.23347028529138303
9,0.0,0.38341873363356194,0.48658035720522275
9,0.2261235109339803,0.2892475482526763,0.6185326827583174
9,0.0,0.056835490053990245,0.38612062455963136
9,0.36294999858319454,-0.27754660400863973,0.41468852908019593
9,0.0,0.057747582621306415,0.7499827157101421
9,0.0,-0.48785347388638745,0.20438165920244822
10,0.0,0.21591784692549432,0.21591784692549432
10,0.0,0.4011080934228366,0.4011080934228366
10,0.0,-0.15825734979386474,-0.15825734979386474
10,-0.25359403094902444,-0.2610562883087194,-0.5146503192577438
10,0.0,0.3217920027302146,0.06819797178119014
10,0.0,0.08498268022567834,-0.1686113507233461
10,0.0,-0.023411578294229574,-0.277005609243254
10,0.0,-0.24384997857210766,-0.4974440095211321
10,0.08996059264953071,-0.427341651351679,-0.5909750896511727
10,0.0,-0.48210857910302474,-0.6457420174025185
10,-0.18740435289882873,0.07997018056409477,-0.2710676106342277
11,0.4755329784268204,0.18068632557021247,0.6562193039970329
11,-0.047911211672891585,0.33694373642907094,0.7645655031829998
11,0.0,0.25759658583212375,0.6852183525860526
11,0.0,0.19127147944060463,0.6188932461945335
11,0.0,0.4129741060068781,0.8405958727608069
11,0.0,0.32280713309458875,0.7504288998485176
11,0.0,-0.32093731241700674,0.10668445433692209
11,-0.1472565843035949,0.2482242750812449,0.5285894575315788
11,0.0,-0.4133186768854572,-0.13295349443512328
11,0.0,-0.07414375970597842,0.2062214227443555
11,-0.3059725450992068,-0.10324811284657476,-0.12885547549544762
11,0.0,-0.29783190602451537,-0.32343926867338824
11,0.35205233246277523,0.4379051086359893,0.7643500784498917
11,0.0,-0.405223321638833,-0.07877835182493065
11,0.0,-0.4951005850114244,-0.16865561519752204
11,0.0,-0.17707919633602165,0.14936577347788071
11,0.0,0.490744718241222,0.8171896880551244
12,0.0,-0.3901721139360911,-0.3901721139360911
12,0.08637835479837774,0.12494096166798352,0.21131931646636126
12,0.0,-0.08604411753480723,0.00033423726357051375
12,0.0,0.11420143566795371,0.20057979046633145
12,0.0,0.19398454314649527,0.280362897944873
12,0.0,0.08547958576062187,0.1718579405589996
12,0.0,0.2328860768587152,0.31926443165709295
12,0.0,0.020025257204647984,0.10640361200302573
12,0.0,-0.03713219087072828,0.04924616392764947
12,0.0,-0.2132311345514648,-0.12685277975308706
12,0.0,-0.27084833000329345,-0.1844699752049157
12,0.0,0.19530210609181842,0.28168046089019616
12,0.0,0.19571135281245766,0.2820897076108354
12,0.0,-0.30451748702340364,-0.2181391322250259
12,0.0,0.4718374166111121,0.5582157714094899
12,0.07719794898659071,0.171150780289396,0.33472708407436447
12,0.0,0.031216123209826252,0.1947924269947947
12,0.0,0.3411753515449676,0.504751655329936
12,0.0,-0.013479566696845136,0.15009673708812332
13,0.0,-0.4517344049981047,-0.4517344049981047
13,0.0,-0.30177596916051763,-0.30177596916051763
13,0.21162057888091745,0.13628365359945982,0.3479042324803773
13,0.0,0.2888451556348379,0.5004657345157554
13,0.0,0.10669250674055042,0.3183130856214679
13,0.0,-0.3084108038734418,-0.09679022499252432
13,0.0,-0.3823584247378009,-0.17073784585688345
13,0.0,0.0059726340651835574,0.217593212946101
13,0.0,0.3155104066590114,0.5271309855399289
13,0.0,-0.2829328189278738,-0.07131224004695635
13,0.3769328933290108,-0.4248673051272164,0.1636861670827119
13,0.0,0.05104499579330468,0.639598468003233
14,0.27326459804126824,0.17576744194745997,0.4490320399887282
14,0.0,0.0582789479750343,0.33154354601630254
14,0.0,-0.11270508494812603,0.1605595130931422
14,0.0,0.12390278193913429,0.3971673799804025
14,0.0,0.0919027832141105,0.36516738125537873
14,0.0,-0.1596761426193336,0.11358845542193463
14,0.0,-0.19679898733575474,0.0764656107055135
14,0.0,0.04574887901928659,0.31901347706055483
14,0.0,0.11234173900185074,0.385606337043119
14,0.0,0.11079843892180874,0.384063036963077
15,0.0,0.10386965774075274,0.10386965774075274
15,0.0,0.015160366902642108,0.015160366902642108
15,0.0,0.33271784938023086,0.33271784938023086
15,0.0,0.15234896568902112,0.15234896568902112
15,0.0,-0.25144232363275487,-0.25144232363275487
15,0.3752282537019719,0.43428603825786216,0.809514291959834
15,0.0,-0.06030055003446866,0.3149277036675032
15,0.0,0.27355622830929904,0.6487844820112709
15,-0.0169915865662007,0.0009379569884867545,0.35917462412425794
15,0.47163125428526786,-0.31664375689487245,0.5132241645261666
15,0.0,-0.2040731529905867,0.6257947684304523
15,0.0,0.07441076880281716,0.9042786902238562
16,-0.06610877565006856,-0.06773503565373395,-0.13384381130380252
16,0.0,0.012149119620900373,-0.05395965602916819
16,0.0,-0.3053906522677655,-0.3714994279178341
16,0.0,0.2799447709885816,0.21383599533851305
16,0.0,0.3684311544172296,0.30232237876716106
16,0.0,-0.18399501423975917,-0.25010378988982773
16,0.0,0.008064196756289999,-0.058044578893778564
16,0.0,0.09437460251275887,0.028265826862690302
16,0.0,0.2223781739311237,0.15626939828105513
16,0.0,-0.3525275455346436,-0.41863632118471217
16,-0.300696090893,-0.21912893859684357,-0.5859338051399121
17,0.0,0.17335963122514775,0.17335963122514775
17,0.0,0.06818414190173194,0.06818414190173194
17,0.0,0.12845879787890835,0.12845879787890835
17,0.0,0.3954167756318381,0.3954167756318381
17,0.0,-0.33001154853058723,-0.33001154853058723
17,0.0,-0.3501844541245379,-0.3501844541245379
17,0.0,-0.37809777866469374,-0.37809777866469374
17,0.0,-0.42356097908178303,-0.42356097908178303
17,0.0,0.03423102360374064,0.03423102360374064
17,0.0,-0.33426884804772783,-0.33426884804772783
17,0.0,0.30716793009348986,0.30716793009348986
18,0.0,-0.4152410327759861,-0.4152410327759861
18,0.0,0.08190257903468923,0.08190257903468923
18,0.0,0.23592359989797562,0.23592359989797562
18,0.0,0.2955683661434495,0.2955683661434495
18,0.0,0.0885342519393526,0.0885342519393526
18,0.0,-0.3694269417654421,-0.3694269417654421
18,0.0,-0.416259676103221,-0.416259676103221
18,0.0,-0.17694630689418211,-0.17694630689418211
18,0.0,0.4275588094659627,0.4275588094659627
18,0.0,-0.027382471166517597,-0.027382471166517597
18,0.0,0.3954739071476481,0.3954739071476481
18,0.0,-0.0403250467229751,-0.0403250467229751
19,0.0,0.08626421101848314,0.08626421101848314
19,0.0,-0.38472104692148557,-0.38472104692148557
19,0.0,0.16920372238005132,0.16920372238005132
19,0.0,-0.4934014762192952,-0.4934014762192952
19,0.0,-0.31715712104529936,-0.31715712104529936
19,0.0,-0.07912159480465175,-0.07912159480465175
19,0.221165786116842,-0.12163061959134536,0.09953516652549665
19,0.0,-0.3810348375854824,-0.1598690514686404
19,0.0,-0.07304239596011264,0.14812339015672937
19,0.0,0.12361724362334237,0.3447830297401844
20,0.0,0.25646711035961123,0.25646711035961123
20,0.0,-0.3828935919484071,-0.3828935919484071
